Selection;View;Channel;Begin Time (s);End Time (s);Low Freq (Hz);High Freq (Hz);Delta Time (s);Peak Freq (Hz);total_elements;note;singing;ID;nombre_archivo
15;Waveform 1;1;28.13953115;28.56223926;1383.2;1886.2;0.423;NA;3;d;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
15;Spectrogram 1;1;28.13953115;28.56223926;1383.2;1886.2;0.423;1617.2;3;d;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
16;Waveform 1;1;26.91332826;28.56573272;1311.4;1886.2;1.652;NA;3;t;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
16;Spectrogram 1;1;26.91332826;28.56573272;1311.4;1886.2;1.652;1617.2;3;t;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
17;Waveform 1;1;27.36049057;27.55612408;1311.4;1886.2;0.196;NA;0;cad;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
17;Spectrogram 1;1;27.36049057;27.55612408;1311.4;1886.2;0.196;1710.9;0;cad;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
18;Waveform 1;1;27.97533874;28.13953115;1311.4;1886.2;0.164;NA;0;cad;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
18;Spectrogram 1;1;27.97533874;28.13953115;1311.4;1886.2;0.164;1500;0;cad;3;ML614561334;ML614561334_antioquia_2024MacaulayLibrary.Table.55.selections.txt
1;Waveform 1;1;16.8940009;17.2962784;1421.1;1736.8;0.402;NA;3;d;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
1;Spectrogram 1;1;16.8940009;17.2962784;1421.1;1736.8;0.402;1593.8;3;d;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
2;Waveform 1;1;17.51108677;17.91726987;789.5;1631.6;0.406;NA;3;d;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
2;Spectrogram 1;1;17.51108677;17.91726987;789.5;1631.6;0.406;1500;3;d;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
3;Waveform 1;1;18.05396611;18.39765951;1000;1894.7;0.344;NA;3;d;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
3;Spectrogram 1;1;18.05396611;18.39765951;1000;1894.7;0.344;1593.8;3;d;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
4;Waveform 1;1;16.8940009;18.40156511;789.5;1894.7;1.508;NA;3;t;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
4;Spectrogram 1;1;16.8940009;18.40156511;789.5;1894.7;1.508;1593.8;3;t;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
5;Waveform 1;1;17.300184;17.51108677;684.2;1789.5;0.211;NA;0;cad;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
5;Spectrogram 1;1;17.300184;17.51108677;684.2;1789.5;0.211;1406.2;0;cad;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
6;Waveform 1;1;17.91726987;18.05396611;789.5;1894.7;0.137;NA;0;cad;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
6;Spectrogram 1;1;17.91726987;18.05396611;789.5;1894.7;0.137;1500;0;cad;1;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
7;Waveform 1;1;30.43149542;30.85330095;1315.8;1736.8;0.422;NA;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
7;Spectrogram 1;1;30.43149542;30.85330095;1315.8;1736.8;0.422;1593.8;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
8;Waveform 1;1;31.04077007;31.47819803;1052.6;1631.6;0.437;NA;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
8;Spectrogram 1;1;31.04077007;31.47819803;1052.6;1631.6;0.437;1500;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
9;Waveform 1;1;31.61098866;31.94687084;1210.5;1894.7;0.336;NA;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
9;Spectrogram 1;1;31.61098866;31.94687084;1210.5;1894.7;0.336;1593.8;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
10;Waveform 1;1;30.43149542;31.93905963;1052.6;2000;1.508;NA;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
10;Spectrogram 1;1;30.43149542;31.93905963;1052.6;2000;1.508;1593.8;4;d;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
11;Waveform 1;1;30.85330095;31.04467568;1052.6;2000;0.191;NA;0;cad;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
11;Spectrogram 1;1;30.85330095;31.04467568;1052.6;2000;0.191;1218.8;0;cad;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
12;Waveform 1;1;31.47819803;31.60317745;1052.6;2052.6;0.125;NA;0;cad;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
12;Spectrogram 1;1;31.47819803;31.60317745;1052.6;2052.6;0.125;1500;0;cad;2;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
13;Waveform 1;1;43.6337373;44.03992041;1421.1;1736.8;0.406;NA;3;d;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
13;Spectrogram 1;1;43.6337373;44.03992041;1421.1;1736.8;0.406;1593.8;3;d;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
14;Waveform 1;1;44.24301196;44.6726287;1210.5;1736.8;0.43;NA;3;d;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
14;Spectrogram 1;1;44.24301196;44.6726287;1210.5;1736.8;0.43;1500;3;d;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
15;Waveform 1;1;44.79760812;45.14520712;1105.3;1894.7;0.348;NA;3;d;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
15;Spectrogram 1;1;44.79760812;45.14520712;1105.3;1894.7;0.348;1593.8;3;d;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
16;Waveform 1;1;43.6337373;45.14911273;1088.1;1865.3;1.515;NA;3;t;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
16;Spectrogram 1;1;43.6337373;45.14911273;1088.1;1865.3;1.515;1593.8;3;t;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
17;Waveform 1;1;44.05163723;44.23910635;1088.1;1865.3;0.187;NA;0;cad;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
17;Spectrogram 1;1;44.05163723;44.23910635;1088.1;1865.3;0.187;1593.8;0;cad;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
18;Waveform 1;1;44.68043992;44.79760812;1088.1;1865.3;0.117;NA;0;cad;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
18;Spectrogram 1;1;44.68043992;44.79760812;1088.1;1865.3;0.117;1500;0;cad;3;ML614804965;ML614804965_antioquia_2020_MacaulayLibrary.Table.23.selections.txt
1;Waveform 1;1;1.810916679;1.864058703;1230.8;1807.7;0.053;NA;4;a;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
1;Spectrogram 1;1;1.810916679;1.864058703;1230.8;1807.7;0.053;1593.8;4;a;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
2;Waveform 1;1;2.227877178;2.395478948;1346.2;1730.8;0.168;NA;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
2;Spectrogram 1;1;2.227877178;2.395478948;1346.2;1730.8;0.168;1593.8;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
3;Waveform 1;1;2.587607805;3.078149569;769.2;1653.8;0.491;NA;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
3;Spectrogram 1;1;2.587607805;3.078149569;769.2;1653.8;0.491;1406.2;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
4;Waveform 1;1;3.225312098;3.593218421;1307.7;1653.8;0.368;NA;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
4;Spectrogram 1;1;3.225312098;3.593218421;1307.7;1653.8;0.368;1500;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
5;Waveform 1;1;1.810916679;3.585042725;682.3;1720.7;1.774;NA;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
5;Spectrogram 1;1;1.810916679;3.585042725;682.3;1720.7;1.774;1500;4;d;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
6;Waveform 1;1;1.872234399;2.227877178;769.2;1769.2;0.356;NA;0;cad;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
6;Spectrogram 1;1;1.872234399;2.227877178;769.2;1769.2;0.356;1593.8;0;cad;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
7;Waveform 1;1;2.403654644;2.583519957;692.3;1807.7;0.18;NA;0;cad;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
7;Spectrogram 1;1;2.403654644;2.583519957;692.3;1807.7;0.18;1593.8;0;cad;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
8;Waveform 1;1;3.082237417;3.225312098;769.2;1807.7;0.143;NA;0;cad;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
8;Spectrogram 1;1;3.082237417;3.225312098;769.2;1807.7;0.143;1406.2;0;cad;1;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
9;Waveform 1;1;17.05544756;17.13311667;884.6;1769.2;0.078;NA;4;a;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
9;Spectrogram 1;1;17.05544756;17.13311667;884.6;1769.2;0.078;1593.8;4;a;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
10;Waveform 1;1;17.37021186;17.66044907;1038.5;1961.5;0.29;NA;4;d;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
10;Spectrogram 1;1;17.37021186;17.66044907;1038.5;1961.5;0.29;1593.8;4;d;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
11;Waveform 1;1;17.84031438;18.35129539;769.2;1615.4;0.511;NA;4;d;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
11;Spectrogram 1;1;17.84031438;18.35129539;769.2;1615.4;0.511;1500;4;d;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
12;Waveform 1;1;18.49028222;18.845925;1115.4;1730.8;0.356;NA;4;d;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
12;Spectrogram 1;1;18.49028222;18.845925;1115.4;1730.8;0.356;1593.8;4;d;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
13;Waveform 1;1;17.05544756;18.85001285;769.2;1961.5;1.795;NA;4;t;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
13;Spectrogram 1;1;17.05544756;18.85001285;769.2;1961.5;1.795;1593.8;4;t;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
14;Waveform 1;1;17.13720452;17.36612401;884.6;1923.1;0.229;NA;0;cad;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
14;Spectrogram 1;1;17.13720452;17.36612401;884.6;1923.1;0.229;1500;0;cad;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
15;Waveform 1;1;17.66862477;17.84031438;807.7;1923.1;0.172;NA;0;cad;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
15;Spectrogram 1;1;17.66862477;17.84031438;807.7;1923.1;0.172;1593.8;0;cad;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
16;Waveform 1;1;18.35947108;18.49028222;682.3;1836.1;0.131;NA;0;cad;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
16;Spectrogram 1;1;18.35947108;18.49028222;682.3;1836.1;0.131;1406.2;0;cad;2;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
17;Waveform 1;1;32.62939337;32.71115033;1000;1769.2;0.082;NA;4;a;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
17;Spectrogram 1;1;32.62939337;32.71115033;1000;1769.2;0.082;1593.8;4;a;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
18;Waveform 1;1;32.92371842;33.23848272;884.6;1923.1;0.315;NA;4;d;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
18;Spectrogram 1;1;32.92371842;33.23848272;884.6;1923.1;0.315;1593.8;4;d;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
19;Waveform 1;1;33.41017234;33.93341689;730.8;1653.8;0.523;NA;4;d;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
19;Spectrogram 1;1;33.41017234;33.93341689;730.8;1653.8;0.523;1500;4;d;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
20;Waveform 1;1;34.06831587;34.43213435;961.5;1730.8;0.364;NA;4;d;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
20;Spectrogram 1;1;34.06831587;34.43213435;961.5;1730.8;0.364;1500;4;d;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
21;Waveform 1;1;32.62939337;34.43213435;730.8;1923.1;1.803;NA;4;t;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
21;Spectrogram 1;1;32.62939337;34.43213435;730.8;1923.1;1.803;1500;4;t;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
22;Waveform 1;1;32.71523817;32.92371842;730.8;1923.1;0.208;NA;0;cad;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
22;Spectrogram 1;1;32.71523817;32.92371842;730.8;1923.1;0.208;750;0;cad;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
23;Waveform 1;1;33.24665842;33.41017234;643.8;1836.1;0.164;NA;0;cad;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
23;Spectrogram 1;1;33.24665842;33.41017234;643.8;1836.1;0.164;1593.8;0;cad;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
24;Waveform 1;1;33.94568043;34.06422803;730.8;1923.1;0.119;NA;0;cad;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
24;Spectrogram 1;1;33.94568043;34.06422803;730.8;1923.1;0.119;1406.2;0;cad;3;ML616703718;ML616703718_caldas_2024_MacaulayLibrary.Table.54.selections.txt
1;Waveform 1;1;23.82921803;24.3970562;1611.1;1871;0.568;NA;3;d;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
1;Spectrogram 1;1;23.82921803;24.3970562;1611.1;1871;0.568;1722.7;3;d;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
2;Waveform 1;1;24.41598413;24.77876963;1403.3;1568.3;0.363;NA;3;d;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
2;Spectrogram 1;1;24.41598413;24.77876963;1403.3;1568.3;0.363;1464.3;3;d;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
3;Waveform 1;1;24.93334779;25.29928794;1529.3;1750.2;0.366;NA;3;d;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
3;Spectrogram 1;1;24.93334779;25.29928794;1529.3;1750.2;0.366;1636.5;3;d;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
4;Waveform 1;1;23.82921803;25.3024426;1386.4;1880.1;1.473;NA;3;t;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
4;Spectrogram 1;1;23.82921803;25.3024426;1386.4;1880.1;1.473;1722.7;3;t;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
5;Waveform 1;1;24.40021085;24.41598413;1373.4;1880.1;0.016;NA;0;cad;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
5;Spectrogram 1;1;24.40021085;24.41598413;1373.4;1880.1;0.016;1722.7;0;cad;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
6;Waveform 1;1;24.77876963;24.93334779;1386.4;1880.1;0.155;NA;0;cad;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
6;Spectrogram 1;1;24.77876963;24.93334779;1386.4;1880.1;0.155;1464.3;0;cad;1;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
7;Waveform 1;1;58.68954073;58.89774805;1610.7;1850;0.208;NA;3;d;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
7;Spectrogram 1;1;58.68954073;58.89774805;1610.7;1850;0.208;1722.7;3;d;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
8;Waveform 1;1;59.00500637;59.37725583;1337.1;1627.8;0.372;NA;3;d;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
8;Spectrogram 1;1;59.00500637;59.37725583;1337.1;1627.8;0.372;1464.3;3;d;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
9;Waveform 1;1;59.51606072;60.00818712;1525.2;1764.5;0.492;NA;3;d;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
9;Spectrogram 1;1;59.51606072;60.00818712;1525.2;1764.5;0.492;1636.5;3;d;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
10;Waveform 1;1;58.68954073;60.00818712;1337.1;1850;1.319;NA;3;t;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
10;Spectrogram 1;1;58.68954073;60.00818712;1337.1;1850;1.319;1722.7;3;t;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
11;Waveform 1;1;58.90721202;59.00500637;1320;1832.9;0.098;NA;3;cad;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
11;Spectrogram 1;1;58.90721202;59.00500637;1320;1832.9;0.098;1722.7;3;cad;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
12;Waveform 1;1;59.38356515;59.51606072;1354.2;1850;0.132;NA;3;cad;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
12;Spectrogram 1;1;59.38356515;59.51606072;1354.2;1850;0.132;1464.3;3;cad;2;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
13;Waveform 1;1;101.8182361;102.1526297;1630.9;1808.1;0.334;NA;3;d;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
13;Spectrogram 1;1;101.8182361;102.1526297;1630.9;1808.1;0.334;1722.7;3;d;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
14;Waveform 1;1;102.2346507;102.6352921;1389.8;1601.4;0.401;NA;3;d;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
14;Spectrogram 1;1;102.2346507;102.6352921;1389.8;1601.4;0.401;1507.3;3;d;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
15;Waveform 1;1;102.8119529;103.1431918;1575.4;1778.5;0.331;NA;3;d;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
15;Spectrogram 1;1;102.8119529;103.1431918;1575.4;1778.5;0.331;1636.5;3;d;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
16;Waveform 1;1;101.8182361;103.1431918;1376.6;1815.1;1.325;NA;3;t;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
16;Spectrogram 1;1;101.8182361;103.1431918;1376.6;1815.1;1.325;1636.5;3;t;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
17;Waveform 1;1;102.1605163;102.2299187;1358.6;1798.4;0.069;NA;0;cad;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
17;Spectrogram 1;1;102.1605163;102.2299187;1358.6;1798.4;0.069;1722.7;0;cad;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
18;Waveform 1;1;102.6400241;102.8072209;1377.4;1817.1;0.167;NA;0;cad;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
18;Spectrogram 1;1;102.6400241;102.8072209;1377.4;1817.1;0.167;1636.5;0;cad;3;ML69012591;ML69012591_boyaca_2017_MacaulayLibrary.Table.4.selections.txt
1;Waveform 1;1;5.221007688;5.655867093;1434.4;1839.8;0.435;NA;3;d;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
1;Spectrogram 1;1;5.221007688;5.655867093;1434.4;1839.8;0.435;1636.5;3;d;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
2;Waveform 1;1;5.812701632;6.268947564;1365.8;1683.9;0.456;NA;3;d;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
2;Spectrogram 1;1;5.812701632;6.268947564;1365.8;1683.9;0.456;1464.3;3;d;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
3;Waveform 1;1;6.404395576;6.767966553;1427.2;1841.5;0.364;NA;3;d;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
3;Spectrogram 1;1;6.404395576;6.767966553;1427.2;1841.5;0.364;1636.5;3;d;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
4;Waveform 1;1;5.213878846;6.767966553;1411.8;1826.2;1.554;NA;3;t;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
4;Spectrogram 1;1;5.213878846;6.767966553;1411.8;1826.2;1.554;1636.5;3;t;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
5;Waveform 1;1;5.655867093;5.812701632;1396.5;1826.2;0.157;NA;0;cad;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
5;Spectrogram 1;1;5.655867093;5.812701632;1396.5;1826.2;0.157;1550.4;0;cad;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
6;Waveform 1;1;6.276076407;6.397266733;1411.8;1841.5;0.121;NA;0;cad;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
6;Spectrogram 1;1;6.276076407;6.397266733;1411.8;1841.5;0.121;1464.3;0;cad;1;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
7;Waveform 1;1;49.17702248;49.61188188;1363.1;1817.4;0.435;NA;3;d;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
7;Spectrogram 1;1;49.17702248;49.61188188;1363.1;1817.4;0.435;1636.5;3;d;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
8;Waveform 1;1;49.75445874;50.25347772;1171.8;1626.1;0.499;NA;3;d;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
8;Spectrogram 1;1;49.75445874;50.25347772;1171.8;1626.1;0.499;1464.3;3;d;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
9;Waveform 1;1;50.34615268;50.78101208;1363.1;1841.4;0.435;NA;3;d;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
9;Spectrogram 1;1;50.34615268;50.78101208;1363.1;1841.4;0.435;1636.5;3;d;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
10;Waveform 1;1;49.17702248;50.78814093;1131.2;1776.8;1.611;NA;3;t;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
10;Spectrogram 1;1;49.17702248;50.78814093;1131.2;1776.8;1.611;1636.5;3;t;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
11;Waveform 1;1;49.62613957;49.71881452;1131.2;1776.8;0.093;NA;0;cad;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
11;Spectrogram 1;1;49.62613957;49.71881452;1131.2;1776.8;0.093;1636.5;0;cad;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
12;Waveform 1;1;50.24634888;50.34615268;1183;1822.9;0.1;NA;0;cad;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
12;Spectrogram 1;1;50.24634888;50.34615268;1183;1822.9;0.1;1464.3;0;cad;2;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
13;Waveform 1;1;84.08114024;84.49461312;1382.7;1843.6;0.413;NA;3;d;3;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
13;Spectrogram 1;1;84.08114024;84.49461312;1382.7;1843.6;0.413;1636.5;3;d;3;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
14;Waveform 1;1;84.67094958;85.1414532;1224.7;1685.6;0.471;NA;3;d;3;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
14;Spectrogram 1;1;84.67094958;85.1414532;1224.7;1685.6;0.471;1464.3;3;d;3;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
15;Waveform 1;1;85.26620794;85.64760103;1395.9;1856.8;0.381;NA;3;d;3;ML83789761;ML83789761_boyaca_2018_MacaulayLibrary.Table.9.selections.txt
